LSOA code,LSOA name,Index of Multiple Deprivation (IMD) Rank,Index of Multiple Deprivation (IMD) Decile,Income Rank,Income Decile,Employment Rank,Employment Decile,"Education, Skills and Training Rank","Education, Skills and Training Decile",Health Deprivation and Disability Rank,Health Deprivation and Disability Decile,Crime Rank,Crime Decile,Barriers to Housing and Services Rank,Barriers to Housing and Services Decile,Living Environment Rank,Living Environment Decile
E01001217,Ealing 014A,17865,6,14523,5,20701,7,18932,6,23542,8,13024,4,7906,3,12658,4
E01001218,Ealing 012A,5429,2,4493,2,8001,3,11974,4,8786,3,12691,4,157,1,15038,5
E01001219,Ealing 029A,5527,2,4334,2,5755,2,10735,4,13612,5,19932,7,197,1,15043,5
E01001220,Ealing 029B,2523,1,1546,1,3582,2,8020,3,14356,5,4281,2,153,1,9547,3
E01001221,Ealing 020A,11345,4,11944,4,19038,6,17945,6,20187,7,3015,1,3471,2,6334,2
E01001222,Ealing 019A,12874,4,13108,4,16185,5,25621,8,20841,7,13668,5,3572,2,2656,1
E01001223,Ealing 020B,22559,7,23160,8,22115,7,32468,10,24239,8,23162,8,4776,2,11423,4
E01001224,Ealing 019B,25604,8,27344,9,26807,9,32667,10,27564,9,23149,8,11657,4,5420,2
E01001225,Ealing 020C,12984,4,15105,5,17450,6,30569,10,23407,8,2020,1,5733,2,4434,2
E01001226,Ealing 019C,20668,7,19894,7,22229,7,30962,10,19492,6,25180,8,3577,2,12873,4
E01001227,Ealing 019D,24152,8,25270,8,23626,8,32375,10,28193,9,22815,7,8445,3,7135,3
E01001228,Ealing 019E,22860,7,20297,7,26901,9,30865,10,20534,7,25445,8,4007,2,16410,5
E01001229,Ealing 031A,7923,3,6769,3,7915,3,14180,5,13257,5,9297,3,3006,1,10698,4
E01001230,Ealing 031B,13358,5,14677,5,9248,3,25907,8,23626,8,17188,6,5989,2,4317,2
E01001231,Ealing 027A,20102,7,24325,8,30300,10,30566,10,30374,10,10104,4,2731,1,4822,2
E01001232,Ealing 031C,11537,4,13078,4,11713,4,21762,7,18798,6,10971,4,893,1,14463,5
E01001233,Ealing 031D,11472,4,9313,3,11027,4,29242,9,17892,6,4080,2,7312,3,10589,4
E01001234,Ealing 027B,12109,4,15970,5,21774,7,27186,9,22274,7,3301,2,3247,1,1575,1
E01001235,Ealing 020D,19722,7,19912,7,24417,8,24888,8,23433,8,7228,3,9628,3,9510,3
E01001236,Ealing 020E,17674,6,13552,5,23422,8,24283,8,22234,7,17936,6,5318,2,8051,3
E01001237,Ealing 031E,16963,6,23303,8,27686,9,31441,10,18592,6,4464,2,3233,1,5438,2
E01001238,Ealing 015B,11044,4,13063,4,19508,6,17308,6,24213,8,19794,7,55,1,4211,2
E01001239,Ealing 015C,6813,3,6307,2,8043,3,16230,5,13803,5,17010,6,21,1,12960,4
E01001240,Ealing 024A,13977,5,12176,4,19596,6,18079,6,23167,8,13880,5,2510,1,8082,3
E01001241,Ealing 024B,12616,4,13379,5,19392,6,24539,8,23595,8,1860,1,3653,2,8330,3
E01001242,Ealing 024C,9639,3,10535,4,9940,4,18309,6,15201,5,8427,3,2521,1,7784,3
E01001243,Ealing 024D,10522,4,9663,3,12987,4,21169,7,26164,8,7933,3,2215,1,4469,2
E01001244,Ealing 024E,8569,3,7492,3,11965,4,21740,7,15958,5,16868,6,998,1,3226,1
E01001245,Ealing 024F,18507,6,16403,5,22559,7,26961,9,24008,8,13345,5,7165,3,6387,2
E01001246,Ealing 015D,7075,3,6690,3,10072,4,14423,5,21266,7,10371,4,957,1,2730,1
E01001247,Ealing 015E,13338,5,13807,5,20769,7,19726,7,20106,7,11201,4,1041,1,9551,3
E01001248,Ealing 035A,16655,6,13131,4,15293,5,22030,7,22791,7,15591,5,8093,3,12350,4
E01001249,Ealing 028A,3848,2,3202,1,4603,2,17637,6,8255,3,3142,1,2171,1,4695,2
E01001250,Ealing 028B,5176,2,5031,2,3786,2,15835,5,8791,3,7388,3,3362,2,7305,3
E01001251,Ealing 030A,15489,5,14071,5,15948,5,28960,9,19495,6,14162,5,8474,3,4282,2
E01001252,Ealing 030B,10397,4,9227,3,10890,4,22462,7,14359,5,14939,5,3767,2,4916,2
E01001253,Ealing 030C,18300,6,13088,4,17467,6,26523,9,23255,8,23981,8,6546,2,12277,4
E01001254,Ealing 030D,19351,6,16002,5,20248,7,28848,9,22950,7,20749,7,6591,3,9047,3
E01001255,Ealing 028C,20547,7,22690,7,18095,6,29423,9,25114,8,12180,4,12442,4,6767,3
E01001257,Ealing 008A,4021,2,3087,1,4530,2,8361,3,12656,4,9623,3,358,1,14279,5
E01001258,Ealing 010B,18071,6,16502,6,17384,6,20624,7,23954,8,19924,7,7572,3,9248,3
E01001259,Ealing 014B,14241,5,13004,4,19906,7,16489,6,21063,7,6325,2,6703,3,8926,3
E01001260,Ealing 012B,13738,5,15940,5,20194,7,23601,8,19014,6,2829,1,6801,3,5525,2
E01001261,Ealing 012C,12265,4,12989,4,15618,5,17525,6,25662,8,10172,4,2712,1,4615,2
E01001262,Ealing 010C,7386,3,5839,2,8600,3,13626,5,16602,6,8001,3,1884,1,9668,3
E01001263,Ealing 010D,6069,2,4480,2,6069,2,15017,5,14028,5,10572,4,1150,1,11059,4
E01001264,Ealing 010E,11124,4,11459,4,10354,4,11598,4,26860,9,13699,5,2434,1,10473,4
E01001265,Ealing 006A,13878,5,17173,6,17182,6,21016,7,22612,7,25096,8,42,1,13898,5
E01001266,Ealing 006B,17834,6,17782,6,22564,7,21719,7,25637,8,15365,5,2882,1,9785,3
E01001267,Ealing 006C,7140,3,5389,2,8964,3,16772,6,16286,5,11281,4,992,1,7327,3
E01001268,Ealing 012D,15642,5,15326,5,15905,5,23351,8,15218,5,17174,6,6343,2,8403,3
E01001269,Ealing 001A,20420,7,22429,7,25134,8,20554,7,31134,10,15191,5,5964,2,6024,2
E01001270,Ealing 004A,18289,6,16649,6,21089,7,23480,8,25838,8,10021,4,5489,2,12559,4
E01001271,Ealing 001B,17106,6,14016,5,18816,6,15134,5,27640,9,17132,6,7028,3,11075,4
E01001272,Ealing 006D,15184,5,16473,6,19371,6,24609,8,22358,7,14590,5,2003,1,6015,2
E01001273,Ealing 020F,25179,8,27309,9,29796,10,30721,10,29959,10,15587,5,7339,3,8307,3
E01001274,Ealing 020G,26422,9,26695,9,28370,9,25566,8,31024,10,25857,8,5265,2,16326,5
E01001275,Ealing 020H,15212,5,17767,6,16307,5,26021,8,21431,7,8406,3,3440,2,8150,3
E01001276,Ealing 011A,13885,5,12785,4,18505,6,19600,6,27154,9,18879,6,1104,1,7917,3
E01001277,Ealing 011B,16527,6,15248,5,24057,8,23938,8,27401,9,17875,6,2509,1,4553,2
E01001278,Ealing 011C,11526,4,12032,4,21371,7,19887,7,26175,8,9122,3,2100,1,1501,1
E01001279,Ealing 013C,28128,9,31197,10,30278,10,32642,10,27778,9,22843,7,14438,5,6198,2
E01001280,Ealing 011D,20279,7,19766,7,26889,9,25801,8,27850,9,21550,7,2606,1,8436,3
E01001281,Ealing 013D,27738,9,28389,9,29439,9,32732,10,28224,9,24428,8,14907,5,6358,2
E01001282,Ealing 016B,5881,2,4652,2,4733,2,14696,5,12599,4,15609,5,1250,1,10746,4
E01001283,Ealing 016C,4237,2,3070,1,3328,2,15776,5,9942,4,6705,3,2929,1,7419,3
E01001284,Ealing 022A,18191,6,20264,7,21528,7,21949,7,23600,8,5409,2,12821,4,6995,3
E01001285,Ealing 016D,11937,4,10131,4,10140,4,17435,6,20633,7,14367,5,6363,2,8447,3
E01001286,Ealing 016E,11665,4,10546,4,11480,4,18157,6,16945,6,17037,6,3131,1,9960,4
E01001287,Ealing 016F,7443,3,3356,2,6029,2,17370,6,21177,7,20352,7,1936,1,15726,5
E01001288,Ealing 022B,17925,6,16244,5,16649,6,29691,10,21313,7,19258,6,9905,4,5370,2
E01001289,Ealing 022C,18420,6,17198,6,17983,6,30270,10,23097,8,22480,7,7609,3,4670,2
E01001290,Ealing 022D,21401,7,20253,7,21871,7,30179,10,24107,8,20595,7,7590,3,8077,3
E01001291,Ealing 014C,14947,5,12668,4,12951,4,20070,7,25708,8,13569,5,5346,2,12793,4
E01001292,Ealing 014D,20084,7,18580,6,20312,7,22494,7,25859,8,17179,6,8734,3,9852,3
E01001293,Ealing 014E,16678,6,14558,5,16129,5,20402,7,19535,6,21967,7,4773,2,14137,5
E01001294,Ealing 017A,12398,4,9962,4,14735,5,15272,5,19112,6,8221,3,6113,2,12329,4
E01001295,Ealing 017B,16799,6,13239,5,17877,6,19969,7,22337,7,20778,7,6563,2,9777,3
E01001296,Ealing 017C,12764,4,11480,4,10911,4,16334,5,15565,5,17892,6,6449,2,12202,4
E01001297,Ealing 017D,11800,4,11089,4,11100,4,17023,6,13764,5,12631,4,4931,2,13709,5
E01001298,Ealing 017E,9045,3,9364,3,11339,4,15831,5,5823,2,12486,4,3712,2,10558,4
E01001299,Ealing 035B,27061,9,25704,8,25019,8,31148,10,29999,10,24028,8,14076,5,9935,4
E01001300,Ealing 039A,25967,8,27650,9,28898,9,31126,10,28051,9,13534,5,16524,6,6389,2
E01001301,Ealing 039B,14321,5,13939,5,18373,6,27749,9,13468,5,5600,2,7862,3,8232,3
E01001302,Ealing 039C,22524,7,23939,8,25527,8,31663,10,28369,9,7617,3,12378,4,7163,3
E01001303,Ealing 032A,24632,8,25995,8,29565,10,32340,10,29643,10,17243,6,14869,5,3087,1
E01001304,Ealing 039D,19885,7,16720,6,19020,6,31172,10,21659,7,19436,6,11190,4,7460,3
E01001305,Ealing 035C,27464,9,27190,9,25193,8,32428,10,26787,9,22230,7,16036,5,10573,4
E01001306,Ealing 035D,26685,9,24704,8,29824,10,31918,10,26802,9,23851,8,14446,5,6829,3
E01001307,Ealing 002A,23210,8,22225,7,27549,9,22160,7,30411,10,17560,6,8024,3,9757,3
E01001308,Ealing 002B,22868,7,21695,7,29629,10,23663,8,30009,10,16669,6,4546,2,12728,4
E01001309,Ealing 001C,18839,6,17129,6,26261,8,20609,7,26993,9,10310,4,5609,2,9719,3
E01001310,Ealing 001D,15589,5,13133,4,18887,6,17395,6,24685,8,17009,6,3487,2,10605,4
E01001311,Ealing 001E,8519,3,6423,2,8631,3,12765,4,18668,6,19442,6,728,1,19006,6
E01001312,Ealing 002C,17313,6,15672,5,20043,7,20281,7,26990,9,17899,6,5392,2,6653,3
E01001313,Ealing 002D,20272,7,18084,6,23881,8,22861,7,28516,9,18229,6,4924,2,10668,4
E01001314,Ealing 002E,23394,8,22942,7,26919,9,24944,8,28869,9,20789,7,5767,2,10838,4
E01001315,Ealing 003A,15913,5,13281,5,18107,6,17453,6,26046,8,15621,5,3167,1,14721,5
E01001316,Ealing 003B,7159,3,5448,2,8197,3,13312,5,15551,5,12421,4,1000,1,12205,4
E01001317,Ealing 003C,9896,4,9180,3,11715,4,12600,4,19001,6,13580,5,1373,1,11732,4
E01001318,Ealing 003D,5532,2,4204,2,7458,3,11626,4,12218,4,5280,2,1112,1,13498,5
E01001319,Ealing 004B,16095,5,14954,5,19553,6,14290,5,26244,8,22449,7,2291,1,12461,4
E01001320,Ealing 003E,3831,2,3008,1,3258,1,7709,3,15160,5,8657,3,521,1,16965,6
E01001321,Ealing 003F,10147,4,10144,4,9845,3,13967,5,19993,7,9197,3,2829,1,10840,4
E01001322,Ealing 004C,11458,4,10609,4,13097,4,21688,7,24500,8,4468,2,3363,2,9488,3
E01001323,Ealing 004D,12015,4,14242,5,15890,5,21039,7,23670,8,3003,1,4796,2,4823,2
E01001324,Ealing 008B,6468,2,7848,3,10813,4,17010,6,14345,5,3986,2,8,1,9534,3
E01001325,Ealing 009A,9812,3,7688,3,10803,4,12108,4,17325,6,9299,3,3857,2,14486,5
E01001326,Ealing 008C,6645,3,7052,3,10134,4,14493,5,18958,6,5840,2,45,1,9622,3
E01001327,Ealing 009B,7636,3,7083,3,8352,3,13183,5,17601,6,5646,2,1947,1,11053,4
E01001328,Ealing 009C,6406,2,7035,3,9900,4,10686,4,15217,5,3476,2,781,1,10295,4
E01001329,Ealing 009D,11307,4,8385,3,15061,5,15326,5,18084,6,8528,3,3662,2,13480,5
E01001330,Ealing 008D,3501,2,3074,1,4055,2,10982,4,14809,5,6356,2,24,1,9798,3
E01001331,Ealing 009E,5126,2,4160,2,6292,2,9768,3,10772,4,7008,3,1254,1,12086,4
E01001332,Ealing 008E,4277,2,3329,2,5214,2,12499,4,9448,3,10925,4,192,1,12905,4
E01001333,Ealing 038A,4369,2,4439,2,8457,3,9750,3,10121,4,3121,1,1342,1,3499,2
E01001334,Ealing 029C,3919,2,2510,1,3959,2,8418,3,11978,4,14437,5,724,1,12229,4
E01001335,Ealing 038B,13665,5,12952,4,16325,5,23514,8,20069,7,9227,3,5600,2,5307,2
E01001336,Ealing 038C,10825,4,8938,3,11222,4,19259,6,18611,6,14749,5,2662,1,8640,3
E01001337,Ealing 029D,5627,2,8454,3,7034,3,17574,6,10810,4,1763,1,463,1,10801,4
E01001338,Ealing 029E,9484,3,11605,4,9251,3,18481,6,13820,5,16980,6,705,1,9790,3
E01001339,Ealing 029F,5657,2,4587,2,5412,2,13506,5,16283,5,15510,5,139,1,14401,5
E01001340,Ealing 029G,4859,2,5984,2,2802,1,11544,4,12033,4,7130,3,1016,1,17307,6
E01001341,Ealing 005A,21235,7,18915,6,26680,9,18804,6,28639,9,23546,8,6406,2,8760,3
E01001342,Ealing 005B,19108,6,18234,6,25836,8,21480,7,26515,9,24268,8,4143,2,5306,2
E01001343,Ealing 005C,18564,6,16248,5,17453,6,18303,6,28455,9,21952,7,6331,2,11982,4
E01001344,Ealing 007A,15761,5,11817,4,16409,5,23760,8,26564,9,24323,8,1569,1,16570,6
E01001345,Ealing 005D,16547,6,13736,5,16887,6,16798,6,23916,8,23693,8,4518,2,13089,4
E01001346,Ealing 007B,22171,7,17336,6,24317,8,25877,8,30139,10,23063,8,10147,4,7638,3
E01001347,Ealing 007C,15517,5,16051,5,24089,8,18300,6,26925,9,16975,6,1166,1,7063,3
E01001348,Ealing 007D,14879,5,11126,4,19815,7,23615,8,25440,8,12378,4,6112,2,4524,2
E01001349,Ealing 006E,6422,2,8310,3,8877,3,15627,5,11611,4,2426,1,875,1,9977,4
E01001350,Ealing 027C,17789,6,18818,6,17460,6,30949,10,21236,7,15074,5,4593,2,8031,3
E01001351,Ealing 025E,9030,3,9506,3,12440,4,27948,9,14015,5,1779,1,4389,2,5164,2
E01001352,Ealing 027D,18684,6,16005,5,24190,8,29772,10,28257,9,12667,4,8859,3,3529,2
E01001353,Ealing 033A,11787,4,11564,4,15297,5,19889,7,16931,6,10853,4,2876,1,6344,2
E01001354,Ealing 027E,12592,4,13494,5,19182,6,25559,8,8393,3,6276,2,9259,3,4636,2
E01001355,Ealing 033B,11088,4,10681,4,10752,4,25256,8,12558,4,11884,4,6111,2,5170,2
E01001356,Ealing 033C,2863,1,1455,1,1511,1,9204,3,10349,4,12199,4,2348,1,15042,5
E01001357,Ealing 033D,3722,2,1967,1,5423,2,20224,7,10722,4,5962,2,455,1,6946,3
E01001358,Ealing 033E,2888,1,1649,1,4547,2,10055,4,13255,5,15681,5,37,1,3481,2
E01001359,Ealing 026A,10824,4,11215,4,14832,5,12033,4,19090,6,10722,4,1663,1,10074,4
E01001360,Ealing 026B,8447,3,10898,4,13956,5,13107,4,18442,6,931,1,3041,1,7797,3
E01001361,Ealing 023E,6178,2,7997,3,10560,4,9727,3,17239,6,1992,1,1122,1,5884,2
E01001362,Ealing 026C,8413,3,9883,4,9968,4,9112,3,14478,5,11752,4,1634,1,9305,3
E01001363,Ealing 026D,10083,4,10992,4,14262,5,8578,3,19863,7,8782,3,1664,1,11861,4
E01001364,Ealing 026E,3672,2,2060,1,4173,2,10192,4,9100,3,9115,3,1067,1,14106,5
E01001365,Ealing 026F,9026,3,10206,4,10857,4,12694,4,11803,4,18727,6,882,1,10286,4
E01001366,Ealing 037A,8743,3,8896,3,9610,3,11371,4,16295,5,18079,6,1059,1,9902,4
E01001367,Ealing 037B,7890,3,7376,3,13159,5,8289,3,20769,7,8784,3,1051,1,7008,3
E01001368,Ealing 037C,8520,3,9381,3,8181,3,12448,4,16643,6,6405,2,2745,1,11500,4
E01001369,Ealing 038D,10823,4,10895,4,16380,5,10535,4,20875,7,12541,4,1867,1,6950,3
E01001370,Ealing 037D,10253,4,11500,4,13529,5,9582,3,19162,6,6518,2,2664,1,10948,4
E01001371,Ealing 037E,9509,3,9089,3,12084,4,9032,3,19349,6,11557,4,1690,1,12569,4
E01001372,Ealing 037F,7551,3,7368,3,8569,3,8511,3,16957,6,14125,5,744,1,14521,5
E01001373,Ealing 037G,9995,4,8567,3,13434,5,9677,3,16085,5,15401,5,2793,1,9779,3
E01001374,Ealing 040A,23089,8,20771,7,24950,8,31381,10,24513,8,18426,6,8380,3,10491,4
E01001375,Ealing 034A,29992,10,30403,10,32163,10,32659,10,30589,10,14149,5,18843,6,13521,5
E01001376,Ealing 040B,11416,4,7281,3,8441,3,20932,7,19691,6,17584,6,6550,2,13161,5
E01001377,Ealing 034B,26779,9,28165,9,31828,10,32280,10,31434,10,15546,5,11489,4,6557,2
E01001379,Ealing 034C,28867,9,29004,9,31485,10,32750,10,28346,9,20225,7,15555,5,9384,3
E01001380,Ealing 040C,21610,7,18864,6,26362,9,31710,10,26940,9,18771,6,5894,2,7320,3
E01001381,Ealing 034D,16099,5,13279,5,16853,6,29282,9,24297,8,19561,6,7648,3,3337,2
E01001382,Ealing 032B,26572,9,30908,10,31902,10,32624,10,28270,9,13466,5,14458,5,5043,2
E01001383,Ealing 028D,22673,7,21280,7,23911,8,30883,10,20486,7,19953,7,10159,4,9373,3
E01001384,Ealing 032C,24713,8,21306,7,26012,8,30666,10,26845,9,18807,6,13718,5,9356,3
E01001385,Ealing 032D,26344,9,23038,8,29403,9,32652,10,30400,10,15505,5,13629,5,9815,3
E01001386,Ealing 031F,24623,8,24438,8,25379,8,32343,10,27052,9,18134,6,10892,4,8121,3
E01001387,Ealing 032E,17508,6,20783,7,19817,7,31622,10,21337,7,15733,5,7946,3,1974,1
E01001388,Ealing 028E,5956,2,6335,2,6425,2,22592,7,11645,4,2967,1,3543,2,3300,2
E01001389,Ealing 028F,13509,5,12540,4,20874,7,28051,9,21547,7,3583,2,9139,3,2897,1
E01001390,Enfield 036A,23838,8,20190,7,26347,9,29684,10,31093,10,17263,6,6988,3,13244,5
E01001391,Enfield 036B,10400,4,11952,4,13568,5,18527,6,19766,7,10118,4,632,1,8075,3
E01001392,Enfield 032A,23651,8,22317,7,27275,9,28985,9,31359,10,22031,7,8374,3,5823,2
E01001393,Enfield 036C,15156,5,14490,5,17419,6,23727,8,20564,7,16129,5,3819,2,6357,2
E01001394,Enfield 035A,9612,3,6254,2,15985,5,17494,6,23974,8,9264,3,1960,1,5083,2
E01001395,Enfield 035B,5795,2,4850,2,4870,2,12843,4,20676,7,7027,3,778,1,14711,5
E01001396,Enfield 036D,15197,5,10980,4,21677,7,19732,7,27227,9,8975,3,4834,2,9364,3
E01001397,Enfield 035C,10992,4,7422,3,12497,4,19539,6,28156,9,12205,4,2104,1,9346,3
E01001398,Enfield 021A,25510,8,22054,7,26258,8,27355,9,27134,9,21307,7,16311,5,9803,3
E01001399,Enfield 021B,23079,8,20426,7,24630,8,21796,7,29010,9,14647,5,11909,4,13340,5
E01001400,Enfield 021C,24050,8,21749,7,21851,7,28101,9,26424,9,23810,8,8672,3,15248,5
E01001401,Enfield 016A,21705,7,20166,7,23229,8,22025,7,31054,10,12082,4,12418,4,9268,3
E01001402,Enfield 021D,25812,8,21433,7,25144,8,27342,9,30598,10,21162,7,10297,4,17441,6
E01001403,Enfield 021E,18070,6,16882,6,20573,7,19490,6,26575,9,17171,6,4725,2,9889,4
E01001404,Enfield 026A,15105,5,13706,5,17708,6,17198,6,25676,8,9981,4,3102,1,15406,5
E01001405,Enfield 015A,22069,7,17645,6,24418,8,27570,9,21676,7,22899,7,5884,2,17772,6
E01001406,Enfield 015B,11086,4,10417,4,10407,4,18591,6,19299,6,10894,4,3661,2,8951,3
E01001407,Enfield 005A,15675,5,15213,5,18465,6,16769,6,27806,9,6379,2,5344,2,12732,4
E01001408,Enfield 004A,17296,6,15251,5,18625,6,23651,8,24774,8,19537,6,11631,4,3149,1
E01001409,Enfield 005B,5926,2,5268,2,6886,3,13088,4,20124,7,9996,4,468,1,6274,2
E01001410,Enfield 005C,2967,1,2702,1,3900,2,5555,2,9299,3,13685,5,10,1,9972,4
E01001411,Enfield 004B,20608,7,15867,5,20091,7,23848,8,28487,9,19528,6,10216,4,11085,4
E01001412,Enfield 004C,8853,3,10956,4,13733,5,13225,5,26509,9,5796,2,337,1,6662,3
E01001413,Enfield 004D,27340,9,26182,8,28716,9,27424,9,27495,9,20058,7,9584,3,18348,6
E01001414,Enfield 004E,3518,2,2972,1,3976,2,6099,2,13228,5,22130,7,245,1,5861,2
E01001415,Enfield 011A,18476,6,12591,4,24119,8,25464,8,27362,9,12737,4,3845,2,17426,6
E01001416,Enfield 013A,27463,9,23558,8,29747,10,28653,9,31765,10,25079,8,10805,4,12255,4
E01001417,Enfield 011B,26756,9,30206,10,31701,10,28772,9,32262,10,25848,8,1854,1,20950,7
E01001418,Enfield 011C,13494,5,10450,4,11063,4,24452,8,21247,7,14705,5,3657,2,16872,6
E01001419,Enfield 020A,18716,6,16418,5,18125,6,28828,9,28725,9,13033,4,3914,2,15610,5
E01001420,Enfield 020B,9953,4,9869,4,11999,4,13554,5,16959,6,17433,6,867,1,11321,4
E01001421,Enfield 020C,9728,3,7283,3,12256,4,17450,6,19981,7,19229,6,710,1,10433,4
E01001422,Enfield 011D,27233,9,31696,10,32513,10,30926,10,32679,10,27584,9,1210,1,24447,8
E01001423,Enfield 027A,7161,3,6203,2,9488,3,9184,3,22853,7,8041,3,1270,1,7943,3
E01001424,Enfield 030A,2918,1,1393,1,3393,2,10880,4,10858,4,5842,2,802,1,12033,4
E01001425,Enfield 027B,2455,1,2257,1,5206,2,5653,2,16449,6,849,1,387,1,5453,2
E01001426,Enfield 030B,3965,2,4224,2,7285,3,6238,2,12726,4,2362,1,417,1,11122,4
E01001427,Enfield 030C,3582,2,2681,1,5546,2,5226,2,19030,6,8263,3,88,1,10102,4
E01001428,Enfield 027C,4845,2,4378,2,5129,2,5875,2,18972,6,10141,4,1071,1,8185,3
E01001429,Enfield 030D,2781,1,1895,1,3963,2,5947,2,10930,4,3051,1,2940,1,4831,2
E01001430,Enfield 030E,3702,2,2292,1,5739,2,5393,2,19698,6,8631,3,637,1,6792,3
E01001431,Enfield 033A,3388,2,2789,1,5519,2,7156,3,17990,6,7101,3,83,1,5157,2
E01001432,Enfield 033B,4375,2,4564,2,8068,3,8985,3,16803,6,4385,2,709,1,2189,1
E01001433,Enfield 007A,5499,2,5005,2,7568,3,3585,2,17548,6,15931,5,908,1,10113,4
E01001434,Enfield 007B,8928,3,8659,3,13419,5,6790,3,21607,7,9899,4,1589,1,10316,4
E01001435,Enfield 007C,10023,4,9198,3,14682,5,7765,3,24050,8,4995,2,5577,2,8193,3
E01001436,Enfield 007D,8730,3,5403,2,9506,3,10668,4,22474,7,11571,4,4415,2,10297,4
E01001437,Enfield 014A,4642,2,3246,1,6537,2,8760,3,14217,5,21581,7,266,1,5837,2
E01001438,Enfield 007E,5904,2,4234,2,7526,3,8559,3,19757,7,5728,2,2023,1,9567,3
E01001439,Enfield 006A,5806,2,3989,2,6609,3,7648,3,22676,7,7908,3,1793,1,9956,4
E01001440,Enfield 012A,7766,3,6299,2,9831,3,9213,3,23741,8,4739,2,2979,1,9933,4
E01001441,Enfield 006B,5182,2,4551,2,7172,3,8388,3,18721,6,3615,2,816,1,11141,4
E01001442,Enfield 002A,3165,1,1826,1,4593,2,5678,2,9503,3,12622,4,1536,1,5477,2
E01001444,Enfield 001A,12215,4,11829,4,17226,6,12097,4,23057,8,11599,4,2202,1,9514,3
E01001445,Enfield 003B,8094,3,6199,2,12614,4,11695,4,25961,8,13834,5,1095,1,3846,2
E01001446,Enfield 001B,9085,3,7435,3,10541,4,9031,3,23612,8,14362,5,3591,2,5905,2
E01001447,Enfield 003C,3524,2,2142,1,3875,2,7581,3,14413,5,13265,5,167,1,15864,5
E01001448,Enfield 003D,7950,3,5293,2,8549,3,10236,4,21487,7,14222,5,2027,1,11953,4
E01001449,Enfield 003E,8289,3,5720,2,11734,4,7864,3,23189,8,14097,5,903,1,16526,6
E01001450,Enfield 015C,13223,5,12059,4,19354,6,18034,6,23812,8,10459,4,1582,1,10104,4
E01001451,Enfield 017A,17172,6,22021,7,23042,8,27865,9,31220,10,2942,1,2364,1,11989,4
E01001452,Enfield 017B,22909,7,23369,8,25898,8,27218,9,30777,10,19135,6,3990,2,11562,4
E01001453,Enfield 017C,29230,9,30342,10,29928,10,29983,10,32297,10,27017,9,6558,2,18339,6
E01001454,Enfield 017D,25609,8,23124,8,27439,9,31010,10,30772,10,25108,8,6283,2,12219,4
E01001455,Enfield 021F,23129,8,22035,7,26073,8,20999,7,27686,9,26339,9,3956,2,17910,6
E01001456,Enfield 022A,29825,10,25598,8,30811,10,31707,10,31907,10,24939,8,16125,5,13795,5
E01001457,Enfield 010A,20056,7,17805,6,19171,6,24702,8,25147,8,29179,9,3051,1,17924,6
E01001458,Enfield 037A,4196,2,3278,1,4994,2,4221,2,15692,5,12201,4,1035,1,10419,4
E01001459,Enfield 024A,11498,4,8499,3,12415,4,11133,4,28049,9,10255,4,4646,2,13577,5
E01001460,Enfield 024B,4797,2,4707,2,7062,3,5690,2,18362,6,7844,3,976,1,4443,2
E01001461,Enfield 027D,4246,2,2551,1,4650,2,6180,2,19133,6,11228,4,1050,1,11105,4
E01001462,Enfield 024C,5863,2,3836,2,7802,3,10130,4,25506,8,8024,3,789,1,8304,3
E01001463,Enfield 031A,12284,4,8354,3,15709,5,12930,4,24331,8,14109,5,3252,1,14031,5
E01001464,Enfield 027E,4782,2,2993,1,5285,2,5248,2,15737,5,14058,5,2057,1,10453,4
E01001465,Enfield 031B,11104,4,10403,4,14081,5,10353,4,27345,9,13633,5,1658,1,9838,3
E01001466,Enfield 031C,8860,3,6494,2,15267,5,7378,3,24309,8,12739,4,2090,1,6347,2
E01001467,Enfield 031D,9903,4,7659,3,13174,5,12103,4,26931,9,15047,5,1955,1,5781,2
E01001468,Enfield 010B,8107,3,11878,4,4492,2,21501,7,9916,4,15636,5,522,1,23576,8
E01001469,Enfield 008A,11863,4,11514,4,11262,4,16015,5,25957,8,24299,8,313,1,21579,7
E01001470,Enfield 013B,23825,8,19961,7,20187,7,26912,9,30877,10,26254,8,6076,2,22656,7
E01001471,Enfield 010C,16683,6,14878,5,17961,6,24902,8,27655,9,25166,8,1009,1,15179,5
E01001472,Enfield 010D,20183,7,16347,5,22875,7,23752,8,30362,10,25693,8,2321,1,17647,6
E01001473,Enfield 013C,17974,6,13450,5,15807,5,17871,6,25558,8,22071,7,6540,2,21111,7
E01001474,Enfield 010E,20983,7,20155,7,20226,7,30734,10,30403,10,20116,7,1779,1,22066,7
E01001475,Enfield 013D,27973,9,25049,8,28416,9,26389,9,30820,10,28116,9,10416,4,15602,5
E01001476,Enfield 018A,9017,3,6368,2,10727,4,8280,3,23084,8,11588,4,3306,2,12279,4
E01001477,Enfield 018B,5893,2,5447,2,5679,2,7151,3,17850,6,10669,4,1469,1,10859,4
E01001478,Enfield 016B,10250,4,10916,4,11562,4,11451,4,15977,5,11292,4,2577,1,10975,4
E01001479,Enfield 023A,6554,2,5598,2,10492,4,8987,3,19605,6,8839,3,1652,1,3612,2
E01001480,Enfield 024D,7739,3,7133,3,10874,4,13809,5,15576,5,11738,4,486,1,9427,3
